organism	gem	ec	expressible_in_reference_vocab
P.putida	iJN1463	3.4.21.76	0
P.putida	iJN1463	3.4.21.78	0
P.putida	iJN1463	3.4.21.79	0
P.putida	iJN1463	3.4.21.80	0
P.putida	iJN1463	3.4.21.81	0
P.putida	iJN1463	3.4.21.82	0
P.putida	iJN1463	3.4.21.90	0
P.putida	iJN1463	3.4.21.91	0
P.putida	iJN1463	3.4.21.92	0
P.putida	iJN1463	3.4.21.93	0
P.putida	iJN1463	3.4.21.94	0
P.putida	iJN1463	3.4.21.96	0
P.putida	iJN1463	3.4.21.97	0
P.putida	iJN1463	3.4.21.99	0
P.putida	iJN1463	3.4.21.100	0
P.putida	iJN1463	3.4.21.102	0
P.putida	iJN1463	3.4.21.103	0
P.putida	iJN1463	3.4.21.106	0
P.putida	iJN1463	3.4.21.107	0
P.putida	iJN1463	3.4.21.108	0
P.putida	iJN1463	3.4.21.109	0
P.putida	iJN1463	3.4.21.112	0
P.putida	iJN1463	3.4.21.117	0
P.putida	iJN1463	3.4.21.118	0
P.putida	iJN1463	3.4.22.1	0
P.putida	iJN1463	3.4.22.2	0
P.putida	iJN1463	3.4.22.3	0
P.putida	iJN1463	3.4.22.6	0
P.putida	iJN1463	3.4.22.7	0
P.putida	iJN1463	3.4.22.8	0
P.putida	iJN1463	3.4.22.10	0
P.putida	iJN1463	3.4.22.15	0
P.putida	iJN1463	3.4.22.16	0
P.putida	iJN1463	3.4.22.27	0
P.putida	iJN1463	3.4.22.30	0
P.putida	iJN1463	3.4.22.31	0
P.putida	iJN1463	3.4.22.32	0
P.putida	iJN1463	3.4.22.33	0
P.putida	iJN1463	3.4.22.34	0
P.putida	iJN1463	3.4.22.35	0
P.putida	iJN1463	3.4.22.37	0
P.putida	iJN1463	3.4.22.38	0
P.putida	iJN1463	3.4.22.39	0
P.putida	iJN1463	3.4.22.41	0
P.putida	iJN1463	3.4.22.42	0
P.putida	iJN1463	3.4.22.43	0
P.putida	iJN1463	3.4.22.44	0
P.putida	iJN1463	3.4.22.46	0
P.putida	iJN1463	3.4.22.48	0
P.putida	iJN1463	3.4.22.50	0
P.putida	iJN1463	3.4.22.51	0
P.putida	iJN1463	3.4.22.67	0
P.putida	iJN1463	3.4.23.1	0
P.putida	iJN1463	3.4.23.2	0
P.putida	iJN1463	3.4.23.3	0
P.putida	iJN1463	3.4.23.5	0
P.putida	iJN1463	3.4.23.12	0
P.putida	iJN1463	3.4.23.16	0
P.putida	iJN1463	3.4.23.18	0
P.putida	iJN1463	3.4.23.19	0
P.putida	iJN1463	3.4.23.20	0
P.putida	iJN1463	3.4.23.21	0
P.putida	iJN1463	3.4.23.22	0
P.putida	iJN1463	3.4.23.23	0
P.putida	iJN1463	3.4.23.24	0
P.putida	iJN1463	3.4.23.25	0
P.putida	iJN1463	3.4.23.26	0
P.putida	iJN1463	3.4.23.28	0
P.putida	iJN1463	3.4.23.29	0
P.putida	iJN1463	3.4.23.30	0
P.putida	iJN1463	3.4.23.31	0
P.putida	iJN1463	3.4.23.32	0
P.putida	iJN1463	3.4.23.34	0
P.putida	iJN1463	3.4.23.40	0
P.putida	iJN1463	3.4.23.41	0
P.putida	iJN1463	3.4.23.42	0
P.putida	iJN1463	3.4.23.44	0
P.putida	iJN1463	3.4.23.47	0
P.putida	iJN1463	3.4.23.49	0
P.putida	iJN1463	3.4.24.1	0
P.putida	iJN1463	3.4.24.6	0
P.putida	iJN1463	3.4.24.11	0
P.putida	iJN1463	3.4.24.12	0
P.putida	iJN1463	3.4.24.15	0
P.putida	iJN1463	3.4.24.17	0
P.putida	iJN1463	3.4.24.18	0
P.putida	iJN1463	3.4.24.20	0
P.putida	iJN1463	3.4.24.21	0
P.putida	iJN1463	3.4.24.22	0
P.putida	iJN1463	3.4.24.23	0
P.putida	iJN1463	3.4.24.24	0
P.putida	iJN1463	3.4.24.25	0
P.putida	iJN1463	3.4.24.27	0
P.putida	iJN1463	3.4.24.28	0
P.putida	iJN1463	3.4.24.29	0
P.putida	iJN1463	3.4.24.30	0
P.putida	iJN1463	3.4.24.31	0
P.putida	iJN1463	3.4.24.33	0
P.putida	iJN1463	3.4.24.34	0
P.putida	iJN1463	3.4.24.35	0
P.putida	iJN1463	3.4.24.36	0
P.putida	iJN1463	3.4.24.37	0
P.putida	iJN1463	3.4.24.38	0
P.putida	iJN1463	3.4.24.39	0
P.putida	iJN1463	3.4.24.40	0
P.putida	iJN1463	3.4.24.41	0
P.putida	iJN1463	3.4.24.42	0
P.putida	iJN1463	3.4.24.43	0
P.putida	iJN1463	3.4.24.44	0
P.putida	iJN1463	3.4.24.45	0
P.putida	iJN1463	3.4.24.46	0
P.putida	iJN1463	3.4.24.47	0
P.putida	iJN1463	3.4.24.48	0
P.putida	iJN1463	3.4.24.49	0
P.putida	iJN1463	3.4.24.50	0
P.putida	iJN1463	3.4.24.51	0
P.putida	iJN1463	3.4.24.52	0
P.putida	iJN1463	3.4.24.53	0
P.putida	iJN1463	3.4.24.54	0
P.putida	iJN1463	3.4.24.55	0
P.putida	iJN1463	3.4.24.60	0
P.putida	iJN1463	3.4.24.61	0
P.putida	iJN1463	3.4.24.62	0
P.putida	iJN1463	3.4.24.63	0
P.putida	iJN1463	3.4.24.65	0
P.putida	iJN1463	3.4.24.66	0
P.putida	iJN1463	3.4.24.67	0
P.putida	iJN1463	3.4.24.69	0
P.putida	iJN1463	3.4.24.72	0
P.putida	iJN1463	3.4.24.73	0
P.putida	iJN1463	3.4.24.74	0
P.putida	iJN1463	3.4.24.76	0
P.putida	iJN1463	3.4.24.77	0
P.putida	iJN1463	3.4.24.78	0
P.putida	iJN1463	3.4.24.81	0
P.putida	iJN1463	3.4.24.83	0
P.putida	iJN1463	3.4.24.85	0
P.putida	iJN1463	3.4.25.1	0
P.putida	iJN1463	3.5.1.3	0
P.putida	iJN1463	3.5.1.9	0
P.putida	iJN1463	3.5.1.12	0
P.putida	iJN1463	3.5.1.19	1
P.putida	iJN1463	3.5.1.20	0
P.putida	iJN1463	3.5.1.23	0
P.putida	iJN1463	3.5.1.24	0
P.putida	iJN1463	3.5.1.28	1
P.putida	iJN1463	3.5.1.29	0
P.putida	iJN1463	3.5.1.30	0
P.putida	iJN1463	3.5.1.32	0
P.putida	iJN1463	3.5.1.35	0
P.putida	iJN1463	3.5.1.43	0
P.putida	iJN1463	3.5.1.44	0
P.putida	iJN1463	3.5.1.46	0
P.putida	iJN1463	3.5.1.49	1
P.putida	iJN1463	3.5.1.54	1
P.putida	iJN1463	3.5.1.59	0
P.putida	iJN1463	3.5.1.68	0
P.putida	iJN1463	3.5.1.74	0
P.putida	iJN1463	3.5.1.81	0
P.putida	iJN1463	3.5.1.87	0
P.putida	iJN1463	3.5.1.88	0
P.putida	iJN1463	3.5.1.90	1
P.putida	iJN1463	3.5.1.91	0
P.putida	iJN1463	3.5.1.97	0
P.putida	iJN1463	3.5.1.98	0
P.putida	iJN1463	3.5.1.108	1
P.putida	iJN1463	3.5.1.110	1
P.putida	iJN1463	3.5.1.111	0
P.putida	iJN1463	3.5.1.124	0
P.putida	iJN1463	3.5.2.6	1
P.putida	iJN1463	3.5.2.14	0
P.putida	iJN1463	3.5.2.17	0
P.putida	iJN1463	3.5.2.19	0
P.putida	iJN1463	3.5.3.3	0
P.putida	iJN1463	3.5.3.13	0
P.putida	iJN1463	3.5.3.26	0
P.putida	iJN1463	3.5.4.5	1
P.putida	iJN1463	3.5.4.14	0
P.putida	iJN1463	3.5.4.21	0
P.putida	iJN1463	3.5.4.33	0
P.putida	iJN1463	3.5.4.34	0
P.putida	iJN1463	3.5.4.37	0
P.putida	iJN1463	3.5.4.44	0
P.putida	iJN1463	3.5.5.1	0
P.putida	iJN1463	3.5.5.2	0
P.putida	iJN1463	3.5.5.5	0
P.putida	iJN1463	3.5.5.7	0
P.putida	iJN1463	3.5.5.8	0
P.putida	iJN1463	3.5.99.2	1
P.putida	iJN1463	3.5.99.10	0
P.putida	iJN1463	3.6.1.6	1
P.putida	iJN1463	3.6.1.7	1
P.putida	iJN1463	3.6.1.17	0
P.putida	iJN1463	3.6.1.18	0
P.putida	iJN1463	3.6.1.21	1
P.putida	iJN1463	3.6.1.26	1
P.putida	iJN1463	3.6.1.27	0
P.putida	iJN1463	3.6.1.39	1
P.putida	iJN1463	3.6.1.45	1
P.putida	iJN1463	3.6.1.53	0
P.putida	iJN1463	3.6.1.54	1
P.putida	iJN1463	3.6.1.55	0
P.putida	iJN1463	3.6.1.61	1
P.putida	iJN1463	3.6.2.2	1
P.putida	iJN1463	3.7.1.5	0
P.putida	iJN1463	3.7.1.17	0
P.putida	iJN1463	3.7.1.19	0
P.putida	iJN1463	3.7.1.20	0
P.putida	iJN1463	3.8.1.2	0
P.putida	iJN1463	3.8.1.3	0
P.putida	iJN1463	3.8.1.5	0
P.putida	iJN1463	3.8.1.10	0
P.putida	iJN1463	3.11.1.1	1
P.putida	iJN1463	3.11.1.2	0
P.putida	iJN1463	4.1.1.1	1
P.putida	iJN1463	4.1.1.9	1
P.putida	iJN1463	4.1.1.21	1
P.putida	iJN1463	4.1.1.22	0
P.putida	iJN1463	4.1.1.25	0
P.putida	iJN1463	4.1.1.41	1
P.putida	iJN1463	4.1.1.53	0
P.putida	iJN1463	4.1.1.55	0
P.putida	iJN1463	4.1.1.71	1
P.putida	iJN1463	4.1.1.74	1
P.putida	iJN1463	4.1.1.81	1
P.putida	iJN1463	4.1.1.83	0
P.putida	iJN1463	4.1.1.86	0
P.putida	iJN1463	4.1.1.94	0
P.putida	iJN1463	4.1.1.97	0
P.putida	iJN1463	4.1.1.105	0
P.putida	iJN1463	4.1.1.112	0
P.putida	iJN1463	4.1.2.9	0
P.putida	iJN1463	4.1.2.12	0
P.putida	iJN1463	4.1.2.15	0
P.putida	iJN1463	4.1.2.16	0
P.putida	iJN1463	4.1.2.17	1
P.putida	iJN1463	4.1.2.22	0
P.putida	iJN1463	4.1.2.25	1
P.putida	iJN1463	4.1.2.42	0
P.putida	iJN1463	4.1.2.49	0
P.putida	iJN1463	4.1.3.2	0
P.putida	iJN1463	4.1.3.3	1
P.putida	iJN1463	4.1.3.6	1
P.putida	iJN1463	4.1.3.7	0
P.putida	iJN1463	4.1.3.12	0
P.putida	iJN1463	4.1.3.16	0
P.putida	iJN1463	4.1.3.18	0
P.putida	iJN1463	4.1.3.26	0
P.putida	iJN1463	4.1.3.31	0
P.putida	iJN1463	4.1.3.36	1
P.putida	iJN1463	4.1.99.1	1
P.putida	iJN1463	4.1.99.17	0
P.putida	iJN1463	4.2.1.4	0
P.putida	iJN1463	4.2.1.13	0
P.putida	iJN1463	4.2.1.28	1
P.putida	iJN1463	4.2.1.30	1
P.putida	iJN1463	4.2.1.41	0
P.putida	iJN1463	4.2.1.44	1
P.putida	iJN1463	4.2.1.66	0
P.putida	iJN1463	4.2.1.68	0
P.putida	iJN1463	4.2.1.70	0
P.putida	iJN1463	4.2.1.83	0
P.putida	iJN1463	4.2.1.96	0
P.putida	iJN1463	4.2.1.104	1
P.putida	iJN1463	4.2.1.108	0
P.putida	iJN1463	4.2.1.109	1
P.putida	iJN1463	4.2.1.113	1
P.putida	iJN1463	4.2.1.116	1
P.putida	iJN1463	4.2.1.119	0
P.putida	iJN1463	4.2.1.130	1
P.putida	iJN1463	4.2.1.131	0
P.putida	iJN1463	4.2.1.135	0
P.putida	iJN1463	4.2.1.136	0
P.putida	iJN1463	4.2.2.1	0
P.putida	iJN1463	4.2.3.3	1
P.putida	iJN1463	4.2.3.13	0
P.putida	iJN1463	4.2.99.2	0
P.putida	iJN1463	4.2.99.9	1
P.putida	iJN1463	4.2.99.10	0
P.putida	iJN1463	4.2.99.20	1
P.putida	iJN1463	4.3.2.3	0
P.putida	iJN1463	4.3.2.9	0
P.putida	iJN1463	4.3.2.10	0
P.putida	iJN1463	4.3.3.7	0
P.putida	iJN1463	4.4.1.2	0
P.putida	iJN1463	4.4.1.13	0
P.putida	iJN1463	4.6.1.13	0
P.putida	iJN1463	4.99.1.2	0
P.putida	iJN1463	4.99.1.3	1
P.putida	iJN1463	5.1.1.8	0
P.putida	iJN1463	5.1.1.10	1
P.putida	iJN1463	5.1.1.11	0
P.putida	iJN1463	5.1.1.12	0
P.putida	iJN1463	5.1.1.17	0
P.putida	iJN1463	5.1.1.18	1
P.putida	iJN1463	5.1.2.3	0
P.putida	iJN1463	5.1.3.3	1
P.putida	iJN1463	5.1.3.7	1
P.putida	iJN1463	5.1.3.8	0
P.putida	iJN1463	5.1.3.22	1
P.putida	iJN1463	5.1.3.26	0
P.putida	iJN1463	5.1.3.32	0
P.putida	iJN1463	5.1.99.1	1
P.putida	iJN1463	5.2.1.4	0
P.putida	iJN1463	5.2.1.8	0
P.putida	iJN1463	5.3.1.3	1
P.putida	iJN1463	5.3.1.5	1
P.putida	iJN1463	5.3.1.12	1
P.putida	iJN1463	5.3.1.25	0
P.putida	iJN1463	5.3.1.29	0
P.putida	iJN1463	5.3.2.8	0
P.putida	iJN1463	5.3.3.6	0
P.putida	iJN1463	5.3.3.14	0
P.putida	iJN1463	5.3.3.16	0
P.putida	iJN1463	5.3.3.17	0
P.putida	iJN1463	5.3.4.1	0
P.putida	iJN1463	5.3.99.11	0
P.putida	iJN1463	5.4.4.2	1
P.putida	iJN1463	5.4.99.2	1
P.putida	iJN1463	5.4.99.3	0
P.putida	iJN1463	5.4.99.6	0
P.putida	iJN1463	5.4.99.12	0
P.putida	iJN1463	5.4.99.28	0
P.putida	iJN1463	5.4.99.62	0
P.putida	iJN1463	5.5.1.4	1
P.putida	iJN1463	5.99.1.4	0
P.putida	iJN1463	6.1.1.13	0
P.putida	iJN1463	6.2.1.2	0
P.putida	iJN1463	6.2.1.20	1
P.putida	iJN1463	6.2.1.26	1
P.putida	iJN1463	6.2.1.27	1
P.putida	iJN1463	6.2.1.41	0
P.putida	iJN1463	6.2.1.42	0
P.putida	iJN1463	6.2.1.47	0
P.putida	iJN1463	6.3.1.1	1
P.putida	iJN1463	6.3.1.20	1
P.putida	iJN1463	6.3.2.15	0
P.putida	iJN1463	6.3.2.45	0
P.putida	iJN1463	6.3.2.51	0
P.putida	iJN1463	6.3.4.1	0
P.putida	iJN1463	6.3.4.14	0
P.putida	iJN1463	6.3.4.16	0
P.putida	iJN1463	6.3.5.6	0
P.putida	iJN1463	6.3.5.9	0
P.putida	iJN1463	6.4.1.3	1
P.putida	iJN1463	6.5.1.1	0
P.putida	iJN1463	6.5.1.2	0
P.putida	iJN1463	6.5.1.6	0
P.putida	iJN1463	6.6.1.1	0
P.putida	iJN1463	7.1.1.1	0
P.putida	iJN1463	7.1.1.2	0
P.putida	iJN1463	7.1.2.1	0
P.putida	iJN1463	7.1.2.2	0
P.putida	iJN1463	7.1.3.1	0
P.putida	iJN1463	7.2.1.1	0
P.putida	iJN1463	7.2.2.1	0
P.putida	iJN1463	7.2.2.3	0
P.putida	iJN1463	7.2.2.4	0
P.putida	iJN1463	7.2.4.2	0
P.putida	iJN1463	7.2.4.3	0
P.putida	iJN1463	7.3.2.1	0
P.putida	iJN1463	7.3.2.2	0
P.putida	iJN1463	7.4.2.1	0
P.putida	iJN1463	7.5.2.1	0
P.putida	iJN1463	7.6.2.1	0
P.putida	iJN1463	7.6.2.2	0
S.aureus	iYS854	1.1.1.5	0
S.aureus	iYS854	1.1.1.18	1
S.aureus	iYS854	1.1.1.22	1
S.aureus	iYS854	1.1.1.23	1
S.aureus	iYS854	1.1.1.24	1
S.aureus	iYS854	1.1.1.31	0
S.aureus	iYS854	1.1.1.35	1
S.aureus	iYS854	1.1.1.36	1
S.aureus	iYS854	1.1.1.42	1
S.aureus	iYS854	1.1.1.55	0
S.aureus	iYS854	1.1.1.65	0
S.aureus	iYS854	1.1.1.67	0
S.aureus	iYS854	1.1.1.78	1
S.aureus	iYS854	1.1.1.79	1
S.aureus	iYS854	1.1.1.85	1
S.aureus	iYS854	1.1.1.88	0
S.aureus	iYS854	1.1.1.90	1
S.aureus	iYS854	1.1.1.105	0
S.aureus	iYS854	1.1.1.122	0
S.aureus	iYS854	1.1.1.124	0
S.aureus	iYS854	1.1.1.133	1
S.aureus	iYS854	1.1.1.137	0
S.aureus	iYS854	1.1.1.138	0
S.aureus	iYS854	1.1.1.157	1
S.aureus	iYS854	1.1.1.158	0
S.aureus	iYS854	1.1.1.178	1
S.aureus	iYS854	1.1.1.202	1
S.aureus	iYS854	1.1.1.211	1
S.aureus	iYS854	1.1.1.218	0
S.aureus	iYS854	1.1.1.219	0
S.aureus	iYS854	1.1.1.265	0
S.aureus	iYS854	1.1.1.271	1
S.aureus	iYS854	1.1.1.274	0
S.aureus	iYS854	1.1.1.283	1
S.aureus	iYS854	1.1.1.290	1
S.aureus	iYS854	1.1.1.292	0
S.aureus	iYS854	1.1.1.304	0
S.aureus	iYS854	1.1.1.307	0
S.aureus	iYS854	1.1.1.316	0
S.aureus	iYS854	1.1.1.327	0
S.aureus	iYS854	1.1.1.343	0
S.aureus	iYS854	1.1.1.369	0
S.aureus	iYS854	1.1.1.372	1
S.aureus	iYS854	1.1.1.399	1
S.aureus	iYS854	1.1.1.405	0
S.aureus	iYS854	1.1.3.12	1
S.aureus	iYS854	1.1.5.2	0
S.aureus	iYS854	1.1.5.3	1
S.aureus	iYS854	1.1.5.4	1
S.aureus	iYS854	1.1.99.1	1
S.aureus	iYS854	1.1.99.2	0
S.aureus	iYS854	1.1.99.5	1
S.aureus	iYS854	1.1.99.11	0
S.aureus	iYS854	1.1.99.14	0
S.aureus	iYS854	1.1.99.16	0
S.aureus	iYS854	1.1.99.28	0
S.aureus	iYS854	1.2.1.4	1
S.aureus	iYS854	1.2.1.11	1
S.aureus	iYS854	1.2.1.12	1
S.aureus	iYS854	1.2.1.13	1
S.aureus	iYS854	1.2.1.23	0
S.aureus	iYS854	1.2.1.26	0
S.aureus	iYS854	1.2.1.29	1
S.aureus	iYS854	1.2.1.47	0
S.aureus	iYS854	1.2.1.49	1
S.aureus	iYS854	1.2.1.57	0
S.aureus	iYS854	1.2.1.59	1
S.aureus	iYS854	1.2.1.87	1
S.aureus	iYS854	1.2.1.94	0
S.aureus	iYS854	1.2.3.3	0
S.aureus	iYS854	1.2.4.4	1
S.aureus	iYS854	1.2.5.2	0
S.aureus	iYS854	1.2.7.1	1
S.aureus	iYS854	1.2.7.2	0
S.aureus	iYS854	1.2.7.3	0
S.aureus	iYS854	1.3.1.9	1
S.aureus	iYS854	1.3.1.10	1
S.aureus	iYS854	1.3.1.14	1
S.aureus	iYS854	1.3.1.39	0
S.aureus	iYS854	1.3.1.44	1
S.aureus	iYS854	1.3.1.74	0
S.aureus	iYS854	1.3.1.95	0
S.aureus	iYS854	1.3.1.104	0
S.aureus	iYS854	1.3.1.108	0
S.aureus	iYS854	1.3.3.1	0
S.aureus	iYS854	1.3.3.2	0
S.aureus	iYS854	1.3.3.6	1
S.aureus	iYS854	1.3.3.15	0
S.aureus	iYS854	1.3.5.1	1
S.aureus	iYS854	1.3.5.2	0
S.aureus	iYS854	1.3.5.3	0
S.aureus	iYS854	1.3.8.1	1
S.aureus	iYS854	1.3.8.2	0
S.aureus	iYS854	1.3.8.6	1
S.aureus	iYS854	1.3.98.3	1
S.aureus	iYS854	1.3.99.1	1
S.aureus	iYS854	1.3.99.3	1
S.aureus	iYS854	1.3.99.13	0
S.aureus	iYS854	1.3.99.22	1
S.aureus	iYS854	1.4.1.5	0
S.aureus	iYS854	1.4.1.7	0
S.aureus	iYS854	1.4.1.8	0
S.aureus	iYS854	1.4.1.9	1
S.aureus	iYS854	1.4.1.10	0
S.aureus	iYS854	1.4.1.12	0
S.aureus	iYS854	1.4.1.15	0
S.aureus	iYS854	1.4.1.19	0
S.aureus	iYS854	1.4.1.20	1
S.aureus	iYS854	1.4.1.23	1
S.aureus	iYS854	1.4.3.16	1
S.aureus	iYS854	1.4.4.2	1
S.aureus	iYS854	1.5.1.2	1
S.aureus	iYS854	1.5.1.29	0
S.aureus	iYS854	1.5.1.34	1
S.aureus	iYS854	1.5.5.2	0
S.aureus	iYS854	1.6.1.2	1
S.aureus	iYS854	1.6.5.2	0
S.aureus	iYS854	1.6.5.3	1
S.aureus	iYS854	1.6.5.8	0
S.aureus	iYS854	1.6.5.9	0
S.aureus	iYS854	1.6.5.12	0
S.aureus	iYS854	1.6.6.8	0
S.aureus	iYS854	1.6.99.3	0
S.aureus	iYS854	1.6.99.6	0
S.aureus	iYS854	1.6.99.7	0
S.aureus	iYS854	1.7.1.6	0
S.aureus	iYS854	1.7.2.2	0
S.aureus	iYS854	1.7.99.5	0
S.aureus	iYS854	1.8.1.8	0
S.aureus	iYS854	1.8.1.10	0
S.aureus	iYS854	1.8.1.14	0
S.aureus	iYS854	1.8.2.2	1
S.aureus	iYS854	1.8.2.3	0
S.aureus	iYS854	1.8.4.2	1
S.aureus	iYS854	1.8.4.11	0
S.aureus	iYS854	1.8.4.12	0
S.aureus	iYS854	1.9.6.1	0
S.aureus	iYS854	1.11.1.7	1
S.aureus	iYS854	1.12.7.2	0
S.aureus	iYS854	1.12.98.3	0
S.aureus	iYS854	1.13.11.2	1
S.aureus	iYS854	1.13.11.24	1
S.aureus	iYS854	1.13.11.27	1
S.aureus	iYS854	1.13.11.53	1
S.aureus	iYS854	1.13.11.54	1
S.aureus	iYS854	1.13.11.63	0
S.aureus	iYS854	1.13.12.9	0
S.aureus	iYS854	1.14.13.1	0
S.aureus	iYS854	1.14.13.50	0
S.aureus	iYS854	1.14.13.107	0
S.aureus	iYS854	1.14.13.135	0
S.aureus	iYS854	1.14.14.12	0
S.aureus	iYS854	1.14.14.18	0
S.aureus	iYS854	1.14.14.47	0
S.aureus	iYS854	1.14.99.36	0
S.aureus	iYS854	1.15.1.1	1
S.aureus	iYS854	1.16.1.7	0
S.aureus	iYS854	1.16.3.2	0
S.aureus	iYS854	1.17.1.8	0
S.aureus	iYS854	1.17.1.9	0
S.aureus	iYS854	1.17.4.4	0
S.aureus	iYS854	1.18.1.2	1
S.aureus	iYS854	1.19.1.1	1
S.aureus	iYS854	1.20.4.1	1
S.aureus	iYS854	1.20.4.4	1
S.aureus	iYS854	1.21.4.1	0
S.aureus	iYS854	2.1.1.37	1
S.aureus	iYS854	2.1.1.63	0
S.aureus	iYS854	2.1.1.72	0
S.aureus	iYS854	2.1.1.74	0
S.aureus	iYS854	2.1.1.80	0
S.aureus	iYS854	2.1.1.104	0
S.aureus	iYS854	2.1.1.107	1
S.aureus	iYS854	2.1.1.163	1
S.aureus	iYS854	2.1.1.192	0
S.aureus	iYS854	2.1.1.228	0
S.aureus	iYS854	2.1.1.280	0
S.aureus	iYS854	2.1.2.9	1
S.aureus	iYS854	2.1.2.10	1
S.aureus	iYS854	2.1.3.2	1
S.aureus	iYS854	2.1.3.3	1
S.aureus	iYS854	2.2.1.3	0
S.aureus	iYS854	2.3.1.11	0
S.aureus	iYS854	2.3.1.16	1
S.aureus	iYS854	2.3.1.48	0
S.aureus	iYS854	2.3.1.51	1
S.aureus	iYS854	2.3.1.118	0
S.aureus	iYS854	2.3.1.129	1
S.aureus	iYS854	2.3.1.155	1
S.aureus	iYS854	2.3.1.174	1
S.aureus	iYS854	2.3.1.181	0
S.aureus	iYS854	2.3.1.183	0
S.aureus	iYS854	2.3.1.189	0
S.aureus	iYS854	2.3.1.199	0
S.aureus	iYS854	2.3.1.202	0
S.aureus	iYS854	2.3.1.204	0
S.aureus	iYS854	2.3.1.222	1
S.aureus	iYS854	2.3.1.234	0
S.aureus	iYS854	2.3.2.2	1
S.aureus	iYS854	2.3.2.3	0
S.aureus	iYS854	2.3.2.16	0
S.aureus	iYS854	2.3.2.17	0
S.aureus	iYS854	2.3.2.18	0
S.aureus	iYS854	2.3.2.27	0
S.aureus	iYS854	2.3.2.31	0
S.aureus	iYS854	2.4.1.1	1
S.aureus	iYS854	2.4.1.2	0
S.aureus	iYS854	2.4.1.17	0
S.aureus	iYS854	2.4.1.52	0
S.aureus	iYS854	2.4.1.58	0
S.aureus	iYS854	2.4.1.83	0
S.aureus	iYS854	2.4.1.100	0
S.aureus	iYS854	2.4.1.109	0
S.aureus	iYS854	2.4.1.119	0
S.aureus	iYS854	2.4.1.161	1
S.aureus	iYS854	2.4.1.162	0
S.aureus	iYS854	2.4.1.187	0
S.aureus	iYS854	2.4.1.198	0
S.aureus	iYS854	2.4.1.212	0
S.aureus	iYS854	2.4.1.227	1
S.aureus	iYS854	2.4.1.246	0
S.aureus	iYS854	2.4.1.250	0
S.aureus	iYS854	2.4.1.255	0
S.aureus	iYS854	2.4.1.315	0
S.aureus	iYS854	2.4.1.345	0
S.aureus	iYS854	2.4.2.1	1
S.aureus	iYS854	2.4.2.3	1
S.aureus	iYS854	2.4.2.5	0
S.aureus	iYS854	2.4.2.6	0
S.aureus	iYS854	2.4.2.15	1
S.aureus	iYS854	2.4.2.19	1
S.aureus	iYS854	2.4.2.23	0
S.aureus	iYS854	2.4.2.29	0
S.aureus	iYS854	2.4.2.31	0
S.aureus	iYS854	2.4.2.43	0
S.aureus	iYS854	2.4.2.45	0
S.aureus	iYS854	2.4.2.53	0
S.aureus	iYS854	2.4.99.18	0
S.aureus	iYS854	2.5.1.7	1
S.aureus	iYS854	2.5.1.16	1
S.aureus	iYS854	2.5.1.18	0
S.aureus	iYS854	2.5.1.19	1
S.aureus	iYS854	2.5.1.22	1
S.aureus	iYS854	2.5.1.30	0
S.aureus	iYS854	2.5.1.39	1
S.aureus	iYS854	2.5.1.48	1
S.aureus	iYS854	2.5.1.49	1
S.aureus	iYS854	2.5.1.54	1
S.aureus	iYS854	2.5.1.72	1
S.aureus	iYS854	2.5.1.74	1
S.aureus	iYS854	2.5.1.78	1
S.aureus	iYS854	2.5.1.94	0
S.aureus	iYS854	2.5.1.140	0
S.aureus	iYS854	2.5.1.144	0
S.aureus	iYS854	2.6.1.3	1
S.aureus	iYS854	2.6.1.23	0
S.aureus	iYS854	2.6.1.39	1
S.aureus	iYS854	2.6.1.45	1
S.aureus	iYS854	2.6.1.55	0
S.aureus	iYS854	2.6.1.58	0
S.aureus	iYS854	2.6.1.81	1
S.aureus	iYS854	2.6.1.83	0
S.aureus	iYS854	2.6.1.96	0
S.aureus	iYS854	2.7.1.1	1
S.aureus	iYS854	2.7.1.2	1
S.aureus	iYS854	2.7.1.4	1
S.aureus	iYS854	2.7.1.12	1
S.aureus	iYS854	2.7.1.19	0
S.aureus	iYS854	2.7.1.20	1
S.aureus	iYS854	2.7.1.21	1
S.aureus	iYS854	2.7.1.23	1
S.aureus	iYS854	2.7.1.24	1
S.aureus	iYS854	2.7.1.25	1
S.aureus	iYS854	2.7.1.26	1
S.aureus	iYS854	2.7.1.29	1
S.aureus	iYS854	2.7.1.30	1
S.aureus	iYS854	2.7.1.31	1
S.aureus	iYS854	2.7.1.33	1
S.aureus	iYS854	2.7.1.34	1
S.aureus	iYS854	2.7.1.35	1
S.aureus	iYS854	2.7.1.39	1
S.aureus	iYS854	2.7.1.47	1
S.aureus	iYS854	2.7.1.48	1
S.aureus	iYS854	2.7.1.49	1
S.aureus	iYS854	2.7.1.50	1
S.aureus	iYS854	2.7.1.59	1
S.aureus	iYS854	2.7.1.71	1
S.aureus	iYS854	2.7.1.74	1
S.aureus	iYS854	2.7.1.83	0
S.aureus	iYS854	2.7.1.85	0
S.aureus	iYS854	2.7.1.92	1
S.aureus	iYS854	2.7.1.107	1
S.aureus	iYS854	2.7.1.113	1
S.aureus	iYS854	2.7.1.130	1
S.aureus	iYS854	2.7.1.144	1
S.aureus	iYS854	2.7.1.145	1
S.aureus	iYS854	2.7.1.148	1
S.aureus	iYS854	2.7.1.165	1
S.aureus	iYS854	2.7.1.191	0
